customer_id,country,last_purchase_date,recency,frequency,monetary,r_score,f_score,m_score,segment
18009,United Kingdom,2011-04-18,257,8,2155.83,2,5,4,Needs Attention
16966,United Kingdom,2011-12-01,30,7,2154.9700000000003,5,4,4,Loyal Customers
18116,United Kingdom,2011-10-03,89,13,2154.3,3,5,4,Hibernating
16275,United Kingdom,2011-05-27,218,3,2151.11,3,3,4,Hibernating
18239,United Kingdom,2011-05-05,240,6,2150.36,2,4,4,Needs Attention
16716,United Kingdom,2011-03-18,288,3,2149.68,2,3,4,Needs Attention
17272,United Kingdom,2011-10-28,64,4,2148.63,4,4,4,Promising
16004,United Kingdom,2010-08-22,496,5,2146.39,1,4,4,Can't Lose Them
13152,United Kingdom,2010-10-18,439,7,2146.38,1,4,4,Can't Lose Them
16134,United Kingdom,2011-11-18,43,5,2145.34,5,4,4,Loyal Customers
13704,United Kingdom,2011-11-17,44,8,2143.38,5,4,4,Loyal Customers
12576,Poland,2011-11-04,57,8,2142.72,4,4,4,Promising
13092,United Kingdom,2011-09-30,92,12,2140.28,3,5,4,Hibernating
14499,United Kingdom,2011-11-13,48,7,2138.97,4,4,4,Promising
12687,Sweden,2010-08-16,502,2,2138.91,1,2,4,Price Sensitive
12584,Italy,2011-11-22,39,8,2137.7,5,4,4,Loyal Customers
17029,United Kingdom,2011-08-21,132,7,2137.3,3,4,4,Hibernating
17305,United Kingdom,2010-03-01,670,1,2135.46,1,2,4,Price Sensitive
16493,United Kingdom,2011-09-21,101,7,2132.09,3,4,4,Hibernating
13517,United Kingdom,2011-10-11,81,3,2128.42,4,3,4,Promising
14360,United Kingdom,2011-11-08,53,4,2128.23,4,3,4,Promising
14634,United Kingdom,2010-09-28,459,4,2124.46,1,3,4,Price Sensitive
16807,United Kingdom,2011-07-20,164,6,2123.88,3,4,4,Hibernating
16996,United Kingdom,2011-11-09,52,9,2123.61,4,5,4,Promising
14396,United Kingdom,2011-10-05,87,7,2121.93,3,4,4,Hibernating
15456,United Kingdom,2011-03-01,305,10,2119.27,2,5,4,Needs Attention
14691,United Kingdom,2011-11-09,52,5,2114.33,4,4,4,Promising
14399,United Kingdom,2010-11-10,416,8,2113.16,2,4,4,Needs Attention
14469,United Kingdom,2010-10-19,438,4,2112.21,1,3,4,Price Sensitive
16054,United Kingdom,2011-07-17,167,4,2111.88,3,4,4,Hibernating
16934,United Kingdom,2011-10-16,76,6,2110.99,4,4,4,Promising
12997,United Kingdom,2011-11-17,44,8,2110.91,5,4,4,Loyal Customers
12724,France,2011-09-19,103,6,2109.28,3,4,4,Hibernating
13265,United Kingdom,2011-10-17,75,5,2107.66,4,4,4,Promising
15252,United Kingdom,2011-11-03,58,5,2103.41,4,4,4,Promising
14276,United Kingdom,2011-09-02,120,7,2102.68,3,4,4,Hibernating
15815,United Kingdom,2011-10-07,85,5,2100.6,4,4,4,Promising
12975,United Kingdom,2010-09-29,458,6,2100.09,1,4,4,Can't Lose Them
16510,United Kingdom,2010-12-02,394,6,2100.0,2,4,4,Needs Attention
17159,United Kingdom,2011-11-18,43,5,2099.59,5,4,4,Loyal Customers
12610,Italy,2011-11-17,44,5,2099.54,5,4,4,Loyal Customers
17742,United Kingdom,2011-08-18,135,11,2098.48,3,5,4,Hibernating
13753,United Kingdom,2011-02-25,309,4,2094.57,2,3,4,Needs Attention
13591,United Kingdom,2011-10-06,86,7,2093.94,3,4,4,Hibernating
17585,United Kingdom,2011-08-22,131,7,2093.3,3,4,4,Hibernating
14723,United Kingdom,2011-11-29,32,11,2093.06,5,5,4,Loyal Customers
14896,United Kingdom,2011-05-19,226,8,2092.42,2,4,4,Needs Attention
16726,United Kingdom,2011-11-13,48,7,2088.41,4,4,4,Promising
15151,United Kingdom,2010-10-12,445,2,2085.61,1,2,4,Price Sensitive
15272,United Kingdom,2011-10-13,79,6,2085.48,4,4,4,Promising
17289,United Kingdom,2011-11-08,53,9,2079.39,4,5,4,Promising
15550,United Kingdom,2011-08-25,128,11,2076.45,3,5,4,Hibernating
18026,United Kingdom,2010-07-27,522,2,2074.07,1,3,4,Price Sensitive
16076,United Kingdom,2011-11-17,44,9,2073.75,5,5,4,Loyal Customers
17048,United Kingdom,2011-08-14,139,7,2071.68,3,4,4,Hibernating
17126,United Kingdom,2011-07-10,174,9,2070.44,3,5,4,Hibernating
16290,United Kingdom,2010-09-01,486,4,2069.3,1,4,4,Can't Lose Them
15164,United Kingdom,2011-10-02,90,9,2068.92,3,5,4,Hibernating
14988,United Kingdom,2011-05-12,233,7,2066.6,2,4,4,Needs Attention
12586,Italy,2011-11-22,39,4,2062.67,5,3,4,Promising
13476,United Kingdom,2011-06-14,200,5,2061.47,3,4,4,Hibernating
18258,United Kingdom,2010-09-01,486,6,2059.67,1,4,4,Can't Lose Them
14623,United Kingdom,2011-11-07,54,10,2059.58,4,5,4,Promising
17633,United Kingdom,2011-11-08,53,7,2057.39,4,4,4,Promising
15253,United Kingdom,2011-11-23,38,8,2055.09,5,4,4,Loyal Customers
14188,United Kingdom,2011-11-09,52,6,2054.36,4,4,4,Promising
16235,United Kingdom,2011-10-30,62,9,2053.71,4,5,4,Promising
16176,United Kingdom,2010-10-14,443,4,2052.69,1,4,4,Can't Lose Them
17434,United Kingdom,2011-11-30,31,6,2052.48,5,4,4,Loyal Customers
17086,United Kingdom,2011-12-02,29,6,2050.08,5,4,4,Loyal Customers
13874,United Kingdom,2010-12-16,380,7,2049.15,2,4,4,Needs Attention
13984,United Kingdom,2011-11-13,48,12,2048.6,4,5,4,Promising
16027,United Kingdom,2011-09-09,113,15,2048.36,3,5,4,Hibernating
14232,United Kingdom,2011-10-28,64,5,2048.07,4,4,4,Promising
13663,United Kingdom,2011-06-13,201,5,2047.51,3,4,4,Hibernating
14000,United Kingdom,2011-05-12,233,5,2046.34,2,4,4,Needs Attention
15473,United Kingdom,2011-11-25,36,8,2046.0,5,4,4,Loyal Customers
16960,United Kingdom,2011-11-01,60,8,2043.43,4,5,4,Promising
12585,Germany,2011-04-19,256,2,2040.1,2,2,4,Price Sensitive
15506,United Kingdom,2011-11-17,44,6,2040.03,5,4,4,Loyal Customers
16214,United Kingdom,2011-06-22,192,4,2038.25,3,4,4,Hibernating
16331,United Kingdom,2010-10-03,454,6,2037.7,1,4,4,Can't Lose Them
14225,United Kingdom,2010-10-01,456,4,2037.02,1,3,4,Price Sensitive
13705,United Kingdom,2011-12-02,29,7,2035.33,5,4,4,Loyal Customers
14651,United Kingdom,2011-10-03,89,9,2034.12,3,5,4,Hibernating
17846,United Kingdom,2011-09-15,107,1,2033.1,3,2,4,Hibernating
17337,United Kingdom,2011-07-11,173,4,2027.8700000000001,3,4,4,Hibernating
15384,United Kingdom,2011-06-23,191,4,2027.79,3,3,4,Hibernating
12873,United Kingdom,2011-03-02,304,3,2027.3,2,3,4,Needs Attention
13989,United Kingdom,2011-10-05,87,5,2026.06,3,4,4,Hibernating
14631,United Kingdom,2011-10-20,72,6,2025.69,4,4,4,Promising
15478,United Kingdom,2011-10-30,62,3,2024.98,4,3,4,Promising
13507,United Kingdom,2011-09-02,120,3,2022.79,3,3,4,Hibernating
17227,United Kingdom,2011-11-21,40,12,2022.03,5,5,4,Loyal Customers
12418,Switzerland,2011-08-19,134,4,2021.2,3,3,4,Hibernating
13696,United Kingdom,2010-10-14,443,3,2020.4,1,3,4,Price Sensitive
12348,Finland,2011-09-25,97,5,2019.4,3,4,4,Hibernating
16197,United Kingdom,2010-08-27,491,9,2016.71,1,5,4,Can't Lose Them
17152,United Kingdom,2011-05-29,216,4,2016.5,3,4,4,Hibernating
16529,United Kingdom,2011-06-02,212,4,2012.0,3,4,4,Hibernating
13693,United Kingdom,2010-11-30,396,9,2011.82,2,5,4,Needs Attention
14216,United Kingdom,2011-12-01,30,4,2011.79,5,3,4,Promising
16332,United Kingdom,2011-11-11,50,11,2010.41,4,5,4,Promising
15990,United Kingdom,2011-10-26,66,7,2010.05,4,4,4,Promising
14121,United Kingdom,2011-11-29,32,3,2008.99,5,3,4,Promising
15531,United Kingdom,2011-12-01,30,2,2007.44,5,2,4,Hibernating
13755,United Kingdom,2011-11-30,31,8,2004.45,5,4,4,Loyal Customers
14628,United Kingdom,2011-09-09,113,5,1998.0,3,4,4,Hibernating
16698,United Kingdom,2011-04-27,248,2,1998.0,2,3,4,Needs Attention
14152,United Kingdom,2011-09-25,97,7,1997.34,3,4,4,Hibernating
18204,United Kingdom,2011-09-29,93,3,1993.7,3,3,4,Hibernating
15481,Norway,2010-11-03,423,1,1993.34,2,1,4,Price Sensitive
14301,United Kingdom,2011-08-14,139,4,1992.1799999999998,3,3,4,Hibernating
13889,United Kingdom,2011-09-08,114,6,1991.23,3,4,4,Hibernating
17088,United Kingdom,2011-11-11,50,4,1991.01,4,4,4,Promising
16794,United Kingdom,2011-11-29,32,14,1990.25,5,5,4,Loyal Customers
13208,United Kingdom,2011-10-12,80,9,1988.5,4,5,4,Promising
17351,United Kingdom,2011-11-03,58,12,1988.23,4,5,4,Promising
17797,United Kingdom,2011-11-17,44,8,1985.87,5,5,4,Loyal Customers
14967,United Kingdom,2011-10-21,71,6,1982.61,4,4,4,Promising
15192,United Kingdom,2011-08-12,141,5,1981.39,3,4,4,Hibernating
13725,United Kingdom,2011-10-21,71,8,1980.56,4,4,4,Promising
12582,Finland,2011-04-15,260,4,1980.4,2,3,4,Needs Attention
17158,United Kingdom,2011-11-07,54,5,1980.0,4,4,4,Promising
15030,United Kingdom,2011-09-29,93,8,1979.91,3,4,4,Hibernating
15795,United Kingdom,2011-07-13,171,8,1979.87,3,5,4,Hibernating
17490,United Kingdom,2011-10-06,86,6,1979.4,3,4,4,Hibernating
17827,United Kingdom,2011-04-11,264,5,1976.3999999999999,2,4,4,Needs Attention
17966,United Kingdom,2011-11-02,59,10,1974.42,4,5,4,Promising
16833,United Kingdom,2011-03-25,281,5,1973.8,2,4,4,Needs Attention
14905,United Kingdom,2011-07-05,179,8,1971.3899999999999,3,4,4,Hibernating
17997,United Kingdom,2011-09-26,96,8,1970.67,3,5,4,Hibernating
12674,France,2011-11-01,60,4,1970.6,4,3,4,Promising
16032,United Kingdom,2010-09-09,478,6,1970.45,1,4,4,Can't Lose Them
14477,United Kingdom,2011-11-20,41,7,1969.6,5,4,4,Loyal Customers
13838,United Kingdom,2011-12-04,27,10,1966.09,5,5,4,Loyal Customers
15081,United Kingdom,2011-11-17,44,12,1965.72,5,5,4,Loyal Customers
16233,United Kingdom,2011-09-29,93,9,1965.71,3,5,4,Hibernating
12399,Belgium,2011-08-12,141,7,1962.3,3,4,4,Hibernating
15789,United Kingdom,2010-12-16,380,6,1962.01,2,4,4,Needs Attention
18016,United Kingdom,2011-11-07,54,7,1960.46,4,4,4,Promising
17039,United Kingdom,2010-04-14,626,1,1954.99,1,2,4,Price Sensitive
17135,United Kingdom,2011-11-23,38,10,1954.1599999999999,5,5,4,Loyal Customers
13761,United Kingdom,2011-10-20,72,6,1952.17,4,4,4,Promising
15885,United Kingdom,2011-09-08,114,15,1951.82,3,5,4,Hibernating
16993,United Kingdom,2010-09-02,485,2,1950.95,1,3,4,Price Sensitive
16788,United Kingdom,2011-08-08,145,5,1950.3,3,4,4,Hibernating
14014,United Kingdom,2011-09-23,99,3,1948.21,3,3,4,Hibernating
15425,United Kingdom,2010-11-04,422,4,1944.57,2,3,4,Needs Attention
14332,United Kingdom,2011-11-17,44,5,1943.51,5,4,4,Loyal Customers
15620,United Kingdom,2011-10-14,78,4,1942.36,4,3,4,Promising
16891,United Kingdom,2011-11-03,58,10,1940.8700000000001,4,5,4,Promising
13276,United Kingdom,2011-10-07,85,5,1939.26,4,4,4,Promising
12385,Belgium,2010-11-25,401,1,1938.4,2,1,4,Price Sensitive
16619,United Kingdom,2011-03-21,285,4,1938.33,2,4,4,Needs Attention
15605,United Kingdom,2011-11-03,58,9,1936.8,4,5,4,Promising
13685,United Kingdom,2011-10-25,67,3,1934.45,4,3,4,Promising
15561,United Kingdom,2011-11-28,33,8,1934.3899999999999,5,4,4,Loyal Customers
12528,Germany,2011-11-30,31,6,1933.48,5,4,4,Loyal Customers
12531,Germany,2011-11-25,36,2,1933.2,5,2,4,Hibernating
16859,United Kingdom,2011-07-18,166,7,1932.41,3,4,4,Hibernating
16770,United Kingdom,2011-10-13,79,9,1932.1299999999999,4,5,4,Promising
15803,United Kingdom,2011-10-19,73,4,1929.66,4,4,4,Promising
17236,United Kingdom,2011-11-27,34,12,1929.26,5,5,4,Loyal Customers
13029,United Kingdom,2011-11-09,52,5,1927.3,4,4,4,Promising
14710,United Kingdom,2011-11-25,36,13,1922.59,5,5,4,Loyal Customers
14492,United Kingdom,2010-10-05,452,7,1921.91,1,4,4,Can't Lose Them
16681,United Kingdom,2011-09-28,94,7,1921.84,3,4,4,Hibernating
18220,United Kingdom,2011-04-27,248,6,1921.76,2,4,4,Needs Attention
16942,United Kingdom,2011-11-27,34,9,1920.5900000000001,5,5,4,Loyal Customers
17744,United Kingdom,2011-11-14,47,6,1918.76,4,4,4,Promising
12644,Germany,2011-08-02,151,4,1918.49,3,3,4,Hibernating
12842,United Kingdom,2011-09-30,92,4,1917.99,3,3,4,Hibernating
16650,United Kingdom,2011-09-29,93,7,1916.11,3,4,4,Hibernating
16555,United Kingdom,2011-11-04,57,6,1915.68,4,4,4,Promising
16692,United Kingdom,2011-03-28,278,4,1914.7,2,4,4,Needs Attention
16600,United Kingdom,2011-11-23,38,12,1913.09,5,5,4,Loyal Customers
13949,United Kingdom,2011-11-15,46,5,1909.09,4,4,4,Promising
12947,United Kingdom,2011-07-19,165,6,1908.03,3,4,4,Hibernating
17046,United Kingdom,2011-07-05,179,5,1906.07,3,4,4,Hibernating
17350,United Kingdom,2011-12-01,30,7,1906.04,5,4,4,Loyal Customers
13503,United Kingdom,2011-09-29,93,6,1905.39,3,4,4,Hibernating
17235,United Kingdom,2011-11-14,47,8,1904.88,4,5,4,Promising
14250,United Kingdom,2011-12-02,29,3,1904.05,5,3,4,Promising
14127,United Kingdom,2011-08-09,144,6,1900.08,3,4,4,Hibernating
16049,United Kingdom,2011-10-30,62,6,1899.68,4,4,4,Promising
12762,Portugal,2011-12-02,29,2,1898.52,5,2,4,Hibernating
14389,United Kingdom,2011-10-05,87,5,1898.01,3,4,4,Hibernating
14224,United Kingdom,2011-08-21,132,9,1897.9,3,5,4,Hibernating
14741,United Kingdom,2011-11-28,33,7,1897.59,5,4,4,Loyal Customers
17560,United Kingdom,2011-09-06,116,8,1895.8,3,5,4,Hibernating
14327,United Kingdom,2011-06-29,185,6,1894.93,3,4,4,Hibernating
17609,United Kingdom,2011-10-30,62,11,1894.34,4,5,4,Promising
15248,United Kingdom,2010-10-24,433,3,1893.93,1,3,4,Price Sensitive
15678,United Kingdom,2011-10-18,74,3,1893.89,4,3,4,Promising
16631,United Kingdom,2010-08-15,503,7,1892.52,1,4,4,Can't Lose Them
15381,United Kingdom,2011-05-10,235,5,1890.57,2,4,4,Needs Attention
17341,United Kingdom,2011-07-06,178,5,1889.83,3,4,4,Hibernating
17259,United Kingdom,2011-07-14,170,6,1889.34,3,4,4,Hibernating
14912,Italy,2011-11-23,38,6,1889.25,5,4,4,Loyal Customers
13884,United Kingdom,2011-12-02,29,10,1888.48,5,5,4,Loyal Customers
16172,United Kingdom,2011-09-05,117,8,1884.55,3,5,4,Hibernating
14130,United Kingdom,2011-01-24,341,4,1882.67,2,3,4,Needs Attention
16725,United Kingdom,2011-02-10,324,14,1882.11,2,5,4,Needs Attention
14403,United Kingdom,2011-08-01,152,6,1880.51,3,4,4,Hibernating
16660,United Kingdom,2011-11-23,38,7,1879.55,5,4,4,Loyal Customers
18151,United Kingdom,2011-07-28,156,6,1879.44,3,4,4,Hibernating
15197,United Kingdom,2011-11-29,32,6,1877.51,5,4,4,Loyal Customers
13946,United Kingdom,2011-09-21,101,6,1876.23,3,4,4,Hibernating
13168,United Kingdom,2011-11-03,58,5,1875.31,4,4,4,Promising
12494,France,2011-11-24,37,9,1872.87,5,5,4,Loyal Customers
16474,United Kingdom,2011-12-02,29,7,1871.5,5,4,4,Loyal Customers
17705,United Kingdom,2011-11-09,52,10,1865.9,4,5,4,Promising
14887,United Kingdom,2011-09-21,101,1,1862.0,3,1,4,Price Sensitive
14305,United Kingdom,2011-09-29,93,3,1858.96,3,3,4,Hibernating
17974,United Kingdom,2011-11-15,46,6,1858.06,4,4,4,Promising
16917,United Kingdom,2011-03-08,298,2,1857.83,2,3,4,Needs Attention
16043,United Kingdom,2011-11-02,59,8,1856.59,4,5,4,Promising
12383,Belgium,2011-06-08,206,5,1850.56,3,4,4,Hibernating
12507,Spain,2011-07-28,156,4,1844.06,3,3,4,Hibernating
12694,France,2011-09-30,92,3,1843.35,3,3,4,Hibernating
15201,United Kingdom,2011-09-13,109,7,1842.95,3,4,4,Hibernating
17015,United Kingdom,2011-11-11,50,3,1842.56,4,3,4,Promising
16102,United Kingdom,2011-10-28,64,3,1842.1399999999999,4,3,4,Promising
14553,United Kingdom,2011-11-20,41,9,1841.54,5,5,4,Loyal Customers
16880,United Kingdom,2011-11-09,52,8,1840.86,4,5,4,Promising
14715,United Kingdom,2011-11-15,46,8,1840.45,4,4,4,Promising
17919,United Kingdom,2011-09-12,110,2,1840.32,3,3,4,Hibernating
14870,United Kingdom,2011-03-23,283,6,1838.95,2,4,4,Needs Attention
16175,United Kingdom,2011-09-06,116,7,1836.44,3,4,4,Hibernating
16205,United Kingdom,2011-11-09,52,7,1830.61,4,4,4,Promising
15402,United Kingdom,2011-07-14,170,6,1830.54,3,4,4,Hibernating
16152,United Kingdom,2011-03-16,290,1,1829.04,2,1,4,Price Sensitive
15339,United Kingdom,2011-10-04,88,7,1827.84,3,4,4,Hibernating
16797,United Kingdom,2010-11-11,415,5,1827.77,2,4,4,Needs Attention
16825,United Kingdom,2011-11-01,60,5,1826.8899999999999,4,4,4,Promising
18122,United Kingdom,2011-12-01,30,6,1826.21,5,4,4,Loyal Customers
17244,United Kingdom,2011-10-17,75,5,1826.04,4,4,4,Promising
12783,Portugal,2011-11-07,54,5,1825.33,4,4,4,Promising
17642,United Kingdom,2011-08-12,141,5,1824.49,3,4,4,Hibernating
16169,United Kingdom,2011-12-01,30,4,1822.97,5,4,4,Loyal Customers
14738,United Kingdom,2011-10-28,64,9,1821.9,4,5,4,Promising
13561,United Kingdom,2011-05-08,237,11,1820.72,2,5,4,Needs Attention
17888,United Kingdom,2011-11-18,43,25,1820.44,5,5,4,Loyal Customers
17828,Malta,2011-11-17,44,4,1820.09,5,4,4,Loyal Customers
16110,United Kingdom,2011-10-25,67,4,1819.27,4,4,4,Promising
16511,United Kingdom,2011-11-18,43,6,1819.02,5,4,4,Loyal Customers
15807,United Kingdom,2011-10-20,72,5,1817.52,4,4,4,Promising
15736,United Kingdom,2010-09-30,457,2,1815.72,1,2,4,Price Sensitive
16634,United Kingdom,2011-05-01,244,6,1814.61,2,4,4,Needs Attention
15530,United Kingdom,2011-11-18,43,5,1813.72,5,4,4,Loyal Customers
14704,United Kingdom,2011-11-28,33,11,1813.57,5,5,4,Loyal Customers
14915,United Kingdom,2011-09-09,113,11,1811.25,3,5,4,Hibernating
15972,United Kingdom,2010-09-09,478,5,1810.27,1,4,4,Can't Lose Them
16595,United Kingdom,2011-10-09,83,5,1810.18,4,4,4,Promising
14893,United Kingdom,2011-11-30,31,3,1809.61,5,3,4,Promising
15133,United Kingdom,2011-08-04,149,5,1806.9,3,4,4,Hibernating
15889,United Kingdom,2011-07-06,178,8,1806.28,3,5,4,Hibernating
18096,United Kingdom,2011-11-28,33,6,1805.28,5,4,4,Loyal Customers
12784,Portugal,2011-11-30,31,3,1804.75,5,3,4,Promising
18161,United Kingdom,2011-11-24,37,6,1803.1,5,4,4,Loyal Customers
16249,United Kingdom,2011-10-18,74,5,1800.07,4,4,4,Promising
13630,United Kingdom,2011-09-25,97,6,1799.78,3,4,4,Hibernating
15452,United Kingdom,2011-11-10,51,6,1799.11,4,4,4,Promising
16348,United Kingdom,2011-11-07,54,8,1798.22,4,5,4,Promising
18235,United Kingdom,2011-09-29,93,3,1796.48,3,3,4,Hibernating
18236,United Kingdom,2011-11-10,51,12,1795.35,4,5,4,Promising
17165,United Kingdom,2011-02-28,306,6,1794.32,2,4,4,Needs Attention
14850,United Kingdom,2011-02-01,333,7,1794.01,2,4,4,Needs Attention
13782,United Kingdom,2011-11-27,34,13,1793.72,5,5,4,Loyal Customers
17603,United Kingdom,2011-09-22,100,4,1793.48,3,4,4,Hibernating
13711,United Kingdom,2011-05-05,240,9,1792.26,2,5,4,Needs Attention
13375,United Kingdom,2011-09-12,110,2,1792.23,3,2,4,Hibernating
12369,Austria,2010-10-22,435,3,1791.1499999999999,1,3,4,Price Sensitive
14708,United Kingdom,2011-07-08,176,4,1787.0900000000001,3,3,4,Hibernating
15608,United Kingdom,2011-11-11,50,5,1785.98,4,4,4,Promising
16611,United Kingdom,2011-06-06,208,6,1785.1299999999999,3,4,4,Hibernating
15128,United Kingdom,2011-10-10,82,5,1783.68,4,4,4,Promising
14583,United Kingdom,2011-12-04,27,8,1781.03,5,4,4,Loyal Customers
16380,United Kingdom,2011-10-09,83,1,1780.59,4,1,4,Price Sensitive
18214,United Kingdom,2010-06-27,552,4,1780.34,1,4,4,Can't Lose Them
15220,United Kingdom,2011-10-19,73,6,1778.96,4,4,4,Promising
12458,Switzerland,2011-09-29,93,4,1777.49,3,3,4,Hibernating
12908,United Kingdom,2011-06-16,198,5,1776.0,3,4,4,Hibernating
12778,Netherlands,2011-11-20,41,9,1775.68,5,5,4,Loyal Customers
13920,United Kingdom,2010-10-04,453,4,1774.68,1,3,4,Price Sensitive
16124,United Kingdom,2011-01-26,339,4,1772.49,2,4,4,Needs Attention
15594,United Kingdom,2011-11-24,37,5,1771.78,5,4,4,Loyal Customers
16374,United Kingdom,2011-10-04,88,5,1771.45,3,4,4,Hibernating
17813,United Kingdom,2011-11-25,36,5,1770.88,5,4,4,Loyal Customers
14387,United Kingdom,2011-11-07,54,3,1770.56,4,3,4,Promising
14933,Channel Islands,2010-09-22,465,4,1770.0,1,3,4,Price Sensitive
13456,United Kingdom,2011-11-22,39,6,1766.72,5,4,4,Loyal Customers
16751,United Kingdom,2011-11-09,52,1,1764.72,4,2,4,Hibernating
13648,United Kingdom,2010-11-04,422,8,1764.02,2,4,4,Needs Attention
13717,United Kingdom,2011-11-07,54,8,1763.3,4,4,4,Promising
15777,United Kingdom,2011-04-12,263,7,1762.61,2,4,4,Needs Attention
14730,United Kingdom,2011-10-05,87,7,1760.1299999999999,3,4,4,Hibernating
14522,United Kingdom,2011-11-15,46,8,1758.62,4,4,4,Promising
16266,United Kingdom,2011-09-27,95,14,1757.95,3,5,4,Hibernating
12809,Portugal,2011-06-15,199,3,1755.94,3,3,4,Hibernating
16379,United Kingdom,2011-11-21,40,3,1755.76,5,3,4,Promising
17432,United Kingdom,2011-11-21,40,9,1751.3899999999999,5,5,4,Loyal Customers
13155,United Kingdom,2011-11-06,55,6,1750.18,4,4,4,Promising
14794,United Kingdom,2011-11-30,31,9,1749.04,5,5,4,Loyal Customers
16639,United Kingdom,2011-11-08,53,4,1747.98,4,4,4,Promising
14584,United Kingdom,2011-06-23,191,8,1747.91,3,4,4,Hibernating
13808,United Kingdom,2011-12-04,27,5,1747.66,5,4,4,Loyal Customers
15976,United Kingdom,2011-06-27,187,6,1746.64,3,4,4,Hibernating
17695,United Kingdom,2011-07-31,153,5,1746.04,3,4,4,Hibernating
14692,United Kingdom,2011-07-25,159,12,1745.09,3,5,4,Hibernating
14236,United Kingdom,2011-09-20,102,5,1744.64,3,4,4,Hibernating
17190,United Kingdom,2011-10-12,80,7,1743.04,4,4,4,Promising
12425,Portugal,2011-09-22,100,2,1741.41,3,2,4,Hibernating
17321,United Kingdom,2011-12-01,30,6,1741.18,5,4,4,Loyal Customers
16087,United Kingdom,2010-11-15,411,5,1739.92,2,4,4,Needs Attention
13531,United Kingdom,2011-05-18,227,6,1738.52,2,4,4,Needs Attention
13240,United Kingdom,2011-09-04,118,8,1738.52,3,4,4,Hibernating
17268,United Kingdom,2011-08-24,129,11,1733.8899999999999,3,5,4,Hibernating
14400,United Kingdom,2011-07-13,171,3,1732.47,3,3,4,Hibernating
17666,United Kingdom,2011-10-05,87,4,1728.72,3,4,4,Hibernating
16809,United Kingdom,2011-11-16,45,9,1727.43,5,5,4,Loyal Customers
15730,United Kingdom,2011-10-05,87,5,1726.58,3,4,4,Hibernating
14304,United Kingdom,2011-05-01,244,3,1725.01,2,3,4,Needs Attention
16010,United Kingdom,2011-04-08,267,11,1724.06,2,5,4,Needs Attention
13363,United Kingdom,2011-11-22,39,3,1723.86,5,3,4,Promising
16899,United Kingdom,2011-12-02,29,8,1721.02,5,5,4,Loyal Customers
16119,United Kingdom,2011-12-01,30,8,1720.81,5,5,4,Loyal Customers
12518,Germany,2011-11-11,50,4,1717.75,4,3,4,Promising
15267,United Kingdom,2011-11-17,44,5,1717.36,5,4,4,Loyal Customers
14021,United Kingdom,2011-07-07,177,7,1716.58,3,4,4,Hibernating
17162,United Kingdom,2011-11-11,50,10,1715.46,4,5,4,Promising
17554,United Kingdom,2011-11-23,38,4,1714.15,5,4,4,Loyal Customers
14987,United Kingdom,2011-11-24,37,8,1713.85,5,4,4,Loyal Customers
14447,United Kingdom,2011-11-21,40,6,1711.73,5,4,4,Loyal Customers
13665,United Kingdom,2010-11-18,408,3,1711.66,2,3,4,Needs Attention
16654,United Kingdom,2011-07-21,163,8,1711.47,3,5,4,Hibernating
12405,Finland,2011-07-14,170,1,1710.3899999999999,3,1,4,Price Sensitive
15551,United Kingdom,2011-11-03,58,7,1710.08,4,4,4,Promising
17731,United Kingdom,2011-09-21,101,6,1708.99,3,4,4,Hibernating
15607,United Kingdom,2011-01-07,358,9,1708.97,2,5,4,Needs Attention
15947,United Kingdom,2011-09-18,104,1,1708.24,3,1,4,Price Sensitive
16768,United Kingdom,2011-10-23,69,9,1708.1200000000001,4,5,4,Promising
13566,United Kingdom,2011-10-30,62,5,1708.1200000000001,4,4,4,Promising
12407,Belgium,2011-10-21,71,5,1708.12,4,4,4,Promising
16907,United Kingdom,2011-11-10,51,9,1707.9,4,5,4,Promising
16902,United Kingdom,2011-08-15,138,1,1706.88,3,2,4,Hibernating
13309,United Kingdom,2011-12-02,29,6,1706.37,5,4,4,Loyal Customers
16398,United Kingdom,2011-07-08,176,2,1705.8,3,2,4,Hibernating
14859,United Kingdom,2011-11-27,34,5,1705.64,5,4,4,Loyal Customers
17571,United Kingdom,2011-10-20,72,5,1703.75,4,4,4,Promising
16329,United Kingdom,2010-10-08,449,4,1703.07,1,4,4,Can't Lose Them
12693,Germany,2011-08-04,149,7,1703.02,3,4,4,Hibernating
15911,United Kingdom,2010-03-26,645,8,1702.34,1,5,4,Can't Lose Them
13184,United Kingdom,2011-11-25,36,10,1701.29,5,5,4,Loyal Customers
15326,United Kingdom,2011-01-10,355,5,1700.52,2,4,4,Needs Attention
12932,United Kingdom,2010-06-18,561,8,1698.56,1,4,4,Can't Lose Them
12381,Norway,2011-11-06,55,4,1698.3,4,3,4,Promising
17694,United Kingdom,2011-07-21,163,3,1695.97,3,3,4,Hibernating
12764,Lebanon,2011-01-27,338,1,1693.88,2,1,4,Price Sensitive
14245,United Kingdom,2011-05-04,241,2,1693.45,2,2,4,Price Sensitive
16813,United Kingdom,2011-12-01,30,10,1692.98,5,5,4,Loyal Customers
14829,United Kingdom,2011-11-10,51,7,1692.84,4,4,4,Promising
14078,United Kingdom,2011-08-30,123,9,1692.63,3,5,4,Hibernating
16671,United Kingdom,2011-11-11,50,3,1692.27,4,3,4,Promising
